id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count
1226803,Lindaflor Blend,0,713,12168,4.3,3550,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/monteviejo/27629-monteviejo-lindaflor-blend.html?codice=WFL007,3.2285435,,3.9200122,2.6323788,2.9406312,11.0
1228386,Vosne-Romanée 'Les Quartiers de Nuits',0,2223,40819,4.3,511,https://hermanwines.com/products/vosne-quartiers-de-nuits-dom-bellene-18-r-0-75l-1,4.1826763,,3.0368266,1.5785497,2.6758735,47.0
1228549,Pignan Châteauneuf-du-Pape Réserve Rouge,0,401,1523,4.6,1881,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70RACP04B,3.0647666,,4.255614,1.9042784,2.7835867,116.0
1229251,Vosne-Romanée Premier Cru Les Petits Monts,0,3015,2788,4.5,105,https://hermanwines.com/products/vosne-roman-petits-monts-liger-belair-2010-r-0-75l,4.132008,,2.9053414,2.1769478,2.578253,12.0
1235058,Gran Enemigo,0,454,20435,4.5,18739,https://www.heerlyckheid.be/product/el-enemigo-mendoza-gran-enemigo-2018-red/,3.618031,,4.4520283,1.9202298,3.5904343,1056.0
1235876,Vieilles Vignes Châteauneuf-du-Pape Blanc,0,401,1298,4.4,2587,https://www.grandcruwijnen.nl/2021-chateau-de-beaucastel-chateauneuf-du-pape-roussanne-vieilles-vignes,3.109061,,3.5732281,1.9862945,,27.0
1236432,Ca’ del Merlo Rosso Veneto,0,460,11601,4.5,2198,https://hermanwines.com/products/rosso-ca-del-merlo-quintarelli-2013-r-0-75l,2.4017632,,3.8353415,2.1695538,2.7463377,140.0
1238419,Grand Siècle Champagne (Grande Cuvée),0,409,1572,4.5,9824,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/laurent-perrier-/11518-laurent-perrier--grand-siecle-champagne-(grande-cuvee).html?codice=LPR003,4.2405996,4.1706553,3.8804896,,,1414.0
1241604,Richebourg Grand Cru,0,2227,1581,4.5,1296,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GFRI19B,4.2243257,,3.1016965,2.031315,2.7235265,104.0
1242853,Campogiovanni Brunello di Montalcino Riserva Il Quercione,0,1796,2066,4.5,1107,https://www.vino.com/fr/dettaglio/brunello-di-montalcino-riserva-docg-campogiovanni-il-quercione-san-felice-2015.html?utm_medium=aggregatore&utm_source=vivino&utm_term=sanfelicebrunelloriservaquercione2015&utm_country=be&st=be&cr=eur,3.803408,,3.3131359,1.8187361,3.4581358,42.0
1242989,Brunello di Montalcino Riserva Madonna del Piano,0,1796,1251,4.5,3506,https://www.colaris.com/valdicava-brunello-di-montalcino-riserva-madonna-del-piano-2015,3.909161,,3.4256573,1.6784105,3.7303543,258.0
1243105,Clos de Bèze Grand Cru,1,2202,68941,4.5,635,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PRCB19B,4.059696,,3.152578,2.1195972,2.6774049,76.0
1244717,Brunello di Montalcino,0,1796,15418,4.3,828,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2002863,3.7889314,,3.2775283,1.5622965,3.6129184,24.0
1247692,Bramare Malbec Uco Valley,0,713,8824,4.4,19752,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/vina-cobos/27635-vina-cobos-bramare-malbec-uco-valley.html?codice=WFL013,2.697112,,4.0279555,2.2074132,2.7679684,3810.0
1247975,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,0,1796,1252,4.5,2165,https://www.seulementproduitsitaliens.be/vino/antinori/9501-brunello-di-montalcino-riserva-pian-delle-vigne-vigna-ferrovia-antinori.html?codice=PER018,3.843529,,3.3922389,1.6489447,3.5629516,112.0
1251730,Reserva Ribera del Duero,0,405,3619,4.3,11233,https://joyvino.be/products/arzuaga-reserva-2018,3.7252333,,3.9380832,1.7908615,3.561232,864.0
1253819,Douro Pintas Tinto,0,433,25807,4.5,4167,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/wine-soul/22800-wine-soul-douro-pintas-tinto.html?codice=PLG738-2020,3.1070662,,4.548124,1.7243667,3.659873,453.0
1256452,'Giulio Ferrari' Riserva del Fondatore,0,2471,5434,4.6,12592,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20FEGI10B,3.3285792,3.3303866,3.4514754,,,21.0
1256671,Vosne-Romanée Premier Cru 'Les Suchots',0,3521,26455,4.3,601,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ARVSU09B,4.029017,,3.0858686,2.0950086,2.6770926,51.0
1257923,Silex,0,759,1702,4.5,8386,https://www.wijnig.nl/didier-dagueneau-silex-2018.html,3.982279,,2.3829036,1.5705318,,219.0
1258052,Cuvée Extase Blanc de Blancs Champagne Grand Cru,0,4638,134564,4.2,231,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=40GUEX04B,4.2562604,4.04456,3.67676,,,30.0
1258239,Brunello di Montalcino Riserva,0,1796,4128,4.4,333,https://www.wereldwijnonline.be/brunello-di-montalcino-5-liter-2010-toscane-itali.html,3.951495,,3.9074745,1.5380671,3.806289,16.0
1258443,Mai The First A.Montes Malbec,0,454,3013,4.4,6379,https://www.grandcruwijnen.nl/2018-kaiken-mai-the-first-malbec,2.8237689,,4.1772933,2.127563,3.0504968,1274.0
1260481,Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize',1,4625,5072,4.4,794,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/agrapart-fils/30363-agrapart-fils-venus-blanc-de-blancs-brut-nature-champagne-grand-cru-avize.html?codice=PLG1821,4.5457225,4.424745,3.9603872,,,153.0
1263078,Domaine des Tourettes Hermitage Rouge,0,535,7636,4.3,3806,https://www.vinio.nl/products/delas-hermitage-domaine-des-tourettes-2017,3.5418537,,4.6780167,1.6275648,4.057726,31.0
1269058,Clos de Vougeot Grand Cru,0,2219,215545,4.3,467,https://hermanwines.com/products/clos-vougeot-gc-clos-frantin-bichot-2015-r-1-5l-1,4.235216,,2.8455575,1.600036,2.5358272,14.0
1269657,Bolgheri Superiore Sondraia,0,3345,4693,4.2,12843,https://www.seulementproduitsitaliens.be/vino/poggio-al-tesoro/10804-poggio-al-tesoro-bolgheri-superiore-sondraia.html?codice=DAC64601-2017,3.4810367,,4.0323644,1.715733,3.9485788,326.0
1270105,Amaya Arzuaga (Colección),0,405,3619,4.3,1179,https://joyvino.be/products/arzuaga-amaya-2016,3.6540797,,3.687021,1.7655505,3.3883185,154.0
1270116,Chambolle-Musigny Premier Cru 'Les Feusselottes',1,3687,30373,4.4,262,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CTCMF18B,3.87661,,2.73089,1.6478531,2.4941669,24.0
1274124,Montrachet Grand Cru Marquis de Laguiche,0,3041,1358,4.6,1970,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2204059,3.1082401,,3.832167,1.9866148,,160.0
1274818,Barolo Monprivato,0,504,15356,4.4,6966,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00MGBM12B,4.551566,,3.528406,1.59358,4.265546,539.0
1275268,Reserve Pinotage,0,1364,28712,4.4,1891,https://joyvino.be/products/pinotage-reserve,3.03456,,4.010981,1.8395258,3.0276766,86.0
1275531,Chassagne-Montrachet 1er Cru 'Morgeot',0,3745,9294,4.4,329,https://www.wijnig.nl/chassagne-montrachet-1er-cru-morgeot-2019.html,3.266263,,3.5021672,1.859133,,27.0
1276653,La Landonne Côte-Rôtie,0,693,2164,4.5,584,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/domaine-gerin/22644-domaine-gerin-cote-rotie-la-landonne.html?codice=PLG582,3.9599433,,4.038403,1.8482229,3.6654665,17.0
1290765,Corton-Charlemagne Grand Cru,0,2236,178310,4.6,719,https://www.wijnig.nl/pierre-yves-colin-morey-corton-charlemagne-grand-c.html,3.379164,,3.8709111,1.7583795,,83.0
1292070,Nuits-Saint-Georges,0,2230,1415,4.4,257,https://www.vanoudsdezwaan.nl/maison-leroy-nuits-saint-georges-1983-114381095.html,4.156226,,2.840077,2.2210526,2.4711297,19.0
1294734,Rapture Cabernet Sauvignon,0,65,1916,4.3,2117,https://www.vivino.com/BE/en/michael-david-winery-rapture-cabernet-sauvignon/w/1294734?ref=nav-search,2.968296,,4.80687,1.6946869,3.2336414,88.0
1297856,Sauternes,0,432,52856,4.3,938,https://www.colaris.com/catalog/product/view/id/55165,4.305051,,4.733891,4.9893174,,12.0
1298725,Pieve Santa Restituta Sugarille Brunello di Montalcino,0,1796,10474,4.5,3717,https://www.seulementproduitsitaliens.be/vino/gaja/17110-gaja-pieve-santa-restituta-sugarrile-brunello-di-montalcino.html?codice=IWC011,3.915702,,3.3924997,1.729886,3.6711247,133.0
1301256,Amour de Deutz Millésimé Brut Champagne,0,409,13958,4.5,5532,https://www.wijnig.nl/amour-de-deutz-2010.html,4.2636185,4.140599,3.6999748,,,831.0
1305714,Chassagne-Montrachet 1er Cru 'Morgeot',0,3024,1415,4.4,283,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2204416,3.1034641,,3.9521573,2.1006103,,14.0
1311318,Millecento Brunello di Montalcino Riserva,0,1796,3435,4.6,1364,https://www.colaris.com/catalog/product/view/id/55992,3.8132358,,3.2056653,1.6345867,3.5395062,74.0
1312358,Brunello di Montalcino Riserva,1,1796,26381,4.4,339,https://www.colaris.com/catalog/product/view/id/47651,3.9070148,,3.4931326,1.6260442,3.699386,23.0
1313331,Pur Sang,0,759,1702,4.3,3634,https://www.wijnig.nl/didier-dagueneau-pouilly-fume-pur-sang-2017.html,3.9940429,,2.405385,1.5382415,,107.0
1318804,Echezeaux Grand Cru,0,2221,2834,4.3,338,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50FOEC18B,4.371414,,2.8847156,2.1185365,2.6541462,24.0
1320744,Lodovico,0,394,4047,4.6,3860,https://www.seulementproduitsitaliens.be/vino/tenuta-di-biserno/11119-lodovico-tenuta-di-biserno.html?codice=PER021,2.989398,,3.6530743,1.919053,2.9573863,368.0
1324170,Dalmau Rioja,0,492,1864,4.4,7868,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80MDMD16B,3.778889,,4.029856,1.7996016,3.8692777,693.0
1360745,Campo del Drago Brunello di Montalcino,0,1796,3435,4.4,2854,https://www.wijnig.nl/castiglion-del-bosco-brunello-di-montalcino-campo.html,3.9112031,,3.4417026,1.5219067,3.7435818,112.0
1364538,Amarone della Valpolicella,0,1804,30823,4.3,1712,https://www.seulementproduitsitaliens.be/vino/massimago/11970-massimago-amarone-della-valpolicella.html?codice=PLG119,2.309891,,4.617081,3.293355,2.2626555,68.0
1364597,Riserva vecchie viti dei Capalot e delle Brunate Barolo,0,504,1663,4.5,338,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00RVBC04M,4.6662955,,3.8839962,2.061606,4.548084,18.0
1364756,La Mattonara Amarone della Valpolicella Classico Riserva,0,3237,16806,4.7,1196,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20ZYRI04B,2.2975316,,4.634879,3.3520465,2.2620783,78.0
1365051,Palazzi Rosso Toscana,0,394,2531,4.4,961,https://www.seulementproduitsitaliens.be/vino/tenuta-di-trinoro/22282-tenuta-di-trinoro-palazzi-rosso-toscana.html?codice=ZPP385-2019,3.1346312,,3.5722535,2.0513432,3.2222164,95.0
1367557,Lilium Est Amarone Della Valpolicella Riserva,0,1804,3109,4.5,733,https://www.seulementproduitsitaliens.be/vino/tenuta-santantonio/10039-tenuta-santantonio-lilium-est-amarone-della-valpolicella-riserva.html?codice=06989-2010,2.3784134,,4.845255,3.4556482,2.4084918,52.0
1369227,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',1,3981,68941,4.4,1245,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PRNSGCC16B,4.1876044,,3.140622,1.9449067,2.689529,126.0
1370760,Rosé Brut Champagne Grand Cru 'Ambonnay',0,4624,11457,4.4,1782,https://hermanwines.com/products/gc-extra-brut-rose-egly-ouriet-nv-09-22-rs-0-75l,4.317616,4.1527443,3.90063,,,344.0
1379762,Alabaster,0,430,22425,4.6,2708,https://hermanwines.com/products/alabaster-teso-la-monja-2007-r-0-75l,2.7305465,,4.174748,1.9812388,3.296595,108.0
1382466,Gardarèm,0,3265,17444,4.4,1308,https://www.colaris.com/catalog/product/view/id/60588,3.4020553,,4.1753755,1.9927602,3.2220683,69.0
1383553,Roda I Reserva Rioja,0,492,2294,4.4,22749,https://www.wijnig.nl/bodegas-roda-roda-i-reserva-rioja-2017.html,3.708868,,3.9300783,1.7863555,3.7581875,2075.0
1384933,La Grande Dame Brut Rosé Champagne,0,409,7979,4.6,1118,https://www.wijnig.nl/veuve-clicquot-la-grande-dame-brut-rose-champagne.html,4.4572988,4.322312,4.0468254,,,129.0
1386095,Red,0,25,94901,4.6,3639,https://www.topwijnen.be/nl/product/wijnen/verenigde-staten-van-amerika/north-coast-area/napa-valley/wn74135/wn74135,3.5781045,,4.7163663,1.7820876,3.4990153,199.0
1395198,Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',0,4625,95627,4.5,484,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40FAOZNMB,4.436636,4.406111,4.291831,,,134.0
1397765,Clos Vougeot Grand Cru,0,2219,16997,4.4,226,https://hermanwines.com/products/clos-vougeot-gc-de-montille-2020-r-0-75l,4.3224115,,3.0999236,1.5743816,2.9310076,22.0
1406364,Gevrey Chambertin 1er Cru 'Aux Combottes',0,3763,1422,4.4,1002,https://www.wijnig.nl/domaine-dujac-gevrey-chambertin-1er-cru--139437379.html,4.1931877,,3.064939,1.7836701,2.8043034,118.0
1415420,Vittorio Moretti,0,817,11344,4.4,2025,https://www.seulementproduitsitaliens.be/vino/bellavista/179-bellavista-vittorio-moretti.html?codice=GTM012,3.9050803,3.3313334,3.0085175,,,12.0
1415698,Tenuta Guado al Tasso Matarocchio,0,2916,1252,4.6,1875,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10ANMA17B,3.176831,,3.4324522,1.822357,3.0939744,171.0
1417067,Douro Quinta da Manoella VV Tinto,0,433,25807,4.3,2548,https://www.grandcruwijnen.nl/2019-wine-soul-quinta-da-manoella-vinhas-velhas,3.239602,,4.315679,1.6909068,3.704223,256.0
1419005,Vosne-Romanée 1er Cru 'Les Suchots',1,3521,68941,4.4,651,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PRVSU19B,4.11411,,3.1607487,1.7735106,2.7901998,68.0
1424847,Blueline Estate Cabernet Sauvignon,0,91,1517,4.5,1321,https://www.grandcruwijnen.nl/2019-hourglass-cabernet-sauvignon-blueline-estate,3.3677397,,4.7440825,1.8100928,3.4550798,116.0
1435787,Montrachet Grand Cru,0,3041,1270,4.7,459,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1101103,3.2430873,,3.886906,1.9855789,,61.0
1438695,Primitivo di Manduria,0,2753,19992,4.2,2011,https://www.grandcruwijnen.nl/2021-cignomoro-primitivo-di-manduria,1.9416709,,3.8264394,2.9288273,2.0256343,56.0
1441099,Blanc des Millénaires,0,409,1858,4.6,5581,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/charles-heidsieck/11470-charles-heidsieck-blanc-des-millenaires-blanc-de-blancs-.html?codice=PHL112,4.454617,4.3010316,4.05854,,,1025.0
1441825,Brut Rosé Champagne,0,409,20691,4.5,830,http://www.vivino.com/wines/1936485,4.150489,4.2800965,3.9044,,,107.0
1446306,Harlequin,0,460,16806,4.7,1276,https://hermanwines.com/products/harlequin-zyme-2015-r-0-75l,2.6530778,,4.077545,2.439991,3.0811121,115.0
1451400,Échézeaux Grand Cru,0,2221,4173,4.7,359,https://hermanwines.com/products/echezeaux-gc-h-jayer-c-dessilly-ghlin-1976-r-0-75l-1,4.273491,,2.7912028,2.3618987,2.5460024,28.0
1452337,Book 17 XVII,0,533,2510,4.7,814,https://joyvino.be/products/de-toren-book-17-2019,3.7373917,,4.0201316,1.6803064,3.4206069,40.0
1456406,Châteauneuf-du-Pape Amiral G,0,401,118005,4.5,536,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/famille-brechet/15962-famille-brechet-rouge-amiral-g.html?codice=VSC130,3.0538173,,4.5314245,1.8483871,3.2330108,45.0
1458882,Brunello di Montalcino Riserva,0,1796,244652,4.6,1589,https://www.seulementproduitsitaliens.be/vino/poggio-di-sotto/10246-poggio-di-sotto-brunello-di-montalcino-riserva.html?codice=PRN063,3.818474,,3.1949534,1.6230472,3.441192,57.0
1461580,Sancerre 'Clos la Néore',0,635,25801,4.4,699,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70EVSCN17B,4.02023,,2.6263325,1.566774,,29.0
1464100,Ares,0,397,1369,4.4,1995,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/two-hands/28393-two-hands-ares.html?codice=GHL393,3.0160916,,4.741966,2.2395217,3.2092862,129.0
1467543,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,0,3150,2197,4.5,242,https://hermanwines.com/products/wilting-br-kupp-ausl-e-muller-gaillais-18-w-0-75l,4.801955,,3.0780315,2.813712,,39.0
1468452,Lupi Rezerva,0,1437,27224,4.5,7604,https://tezauro.myshopify.com/products/lupi-magnum-fles,,,,,,
1469877,Bâtard-Montrachet Grand Cru,0,3036,9294,4.4,347,https://www.wijnig.nl/batard-montrachet-grand-cru-2019.html,3.2141867,,3.8982933,1.9060409,,31.0
1473611,Côte-Rôtie La Turque,0,693,1314,4.6,4891,https://www.wijnig.nl/guigal-cote-rotie-la-turque-2017.html,3.877427,,4.0988746,1.7111404,3.9625063,107.0
1474005,Meursault 1er Cru 'Les Genevrières',0,3866,8624,4.3,606,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=50GIMEG18B,3.3009865,,3.750329,1.5436713,,33.0
1475868,Piovesole Amarone della Valpolicella Classico,0,3237,29001,4.3,868,https://www.seulementproduitsitaliens.be/vino/eleva/1861-amarone-valpolicella-piovesole.html?codice=7332-2017,2.7069697,,4.2066393,3.077631,2.227989,20.0
1476033,Nettare Veneto Bianco,0,460,1852,4.6,87,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20DFNE94H,3.0620143,,4.0712233,2.9499998,,4.0
1476982,Cava Celler Batlle,0,1706,6275,4.3,1575,https://www.grandcruwijnen.nl/2010-cava-gramona-corpinnat-celler-batlle-gran-reserva-brut-nature,3.4646797,3.584689,3.1476307,,,118.0
1480077,Sous L'Escalier Petite Arvine du Valais,0,959,40871,4.4,164,https://hermanwines.com/products/petite-arvine-sous-lescalier-du-mont-2021-w-0-5l,4.512903,,3.6998925,2.6048386,,0.0
1481229,Chambolle-Musigny Les Cabottes,1,2215,30373,4.4,413,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CTCMC18B,4.1607304,,2.7744737,1.453535,2.5458186,35.0
1483095,Tokaji Aszú 5 Puttonyos,0,541,30829,4.3,649,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/grof-degenfeld/30041-grof-degenfeld-tokaji-aszu-5-puttonyos.html?codice=AFW094,4.830215,,3.1479137,4.8961773,,3.0
1487447,Chambolle-Musigny 1er Cru 'Les Amoureuses',0,3678,31764,4.5,59,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GRCAM18B,4.3290386,,3.3119233,1.613077,2.426795,7.0
1489541,Charmes-Chambertin Grand Cru Les Mazoyères,0,2204,11168,4.4,548,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DVCCM20B,3.7261949,,3.1067681,2.1888883,2.4620166,63.0
1489573,Clos Vougeot Grand Cru,0,2219,7658,4.4,1202,https://www.wijnig.nl/domaine-jacques-prieur-clos-vougeot-grand-cru-2019.html,4.1880374,,3.1554344,1.8215898,2.8608603,96.0
1489684,Moncerbal Bierzo (Corullón),0,628,11815,4.3,1090,https://www.grandcruwijnen.nl/2019-descendientes-jose-palacios-moncerbal,3.9696674,,3.3953269,1.6890587,2.9701667,26.0
1491634,Meursault 1er Cru 'Charmes',0,3864,3952,4.3,242,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CBMCH18B,3.2378836,,3.6615534,2.0078254,,21.0
1499274,Puligny-Montrachet Premier Cru Clos du Cailleret,0,3022,1450,4.3,395,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50LAPMC13B,3.3434565,,3.8180928,1.6569368,,34.0
1501509,Vieux Marc de Bandol,0,648,2250,4.5,102,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=90MAPI90B,,,,,,
1502021,Vin Santo di Montepulciano Occhio di Pernice,0,2693,1574,4.4,1867,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10AVOC89H,4.421994,,3.916284,4.950209,,1.0
1502070,Grace Vineyard Pinot Noir,0,726,52,4.5,385,https://www.grandcruwijnen.nl/2018-domaine-serene-pinot-noir-grace-vineyard,3.6374085,,2.2982934,1.5923975,2.180648,17.0
1507186,Barolo Bussia Vigna Munie,0,504,1903,4.4,141,https://www.grandcruwijnen.nl/2013-parusso-barolo-riserva-bussia-munie,4.493274,,3.7877436,1.2171682,4.291106,6.0
1517965,B Bordicon Blend,0,533,56544,4.3,1088,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/idiom/30056-idiom-b-bordicon-blend.html?codice=AFW109,3.685791,,3.9830737,1.6767772,3.280962,82.0
1521201,Corton-Charlemagne Grand Cru,0,2236,46054,4.4,164,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bourgogne/cote-de-beaune/corton-charlemagne/domaine-lequin/wn250644/wn250644,2.662353,,4.030588,1.8717645,,3.0
1523545,Montrachet Grand Cru,0,3041,21749,4.6,269,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50MCMO19B,3.2796266,,3.7993715,2.0719697,,25.0
1524704,VIK,0,737,36981,4.6,8493,https://www.grandcruwijnen.nl/2017-vina-vik-winery-vik,3.008086,,4.5320196,1.9214224,3.4820104,484.0
1527465,Poggio Alle Nane Maremma Toscana,0,2916,78290,4.4,3509,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10ANPN20B,3.011608,,3.6128404,1.9079237,2.919131,390.0
1533615,Schlehdorn Riesling Trocken,0,479,4899,4.4,202,https://hermanwines.com/products/schlehdorn-unikat-peter-jakob-kuhn-2019-w-0-75l,4.1531935,,3.2796848,1.8329831,,24.0
1535464,Bâtard-Montrachet Grand Cru,0,3036,21749,4.5,214,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201321,3.1168592,,3.8959749,1.6880866,,15.0
1549415,Aszú 6 puttonyos,0,541,2025,4.5,2450,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/royal-tokaji/18052-royal-tokaji-6-puttonyos-aszu.html?codice=GHL200-2017,4.8832455,,3.1905093,4.911953,,9.0
1558589,Brunello di Montalcino,0,1796,11500,4.5,27452,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10BSBM83B,3.8186848,,3.1439083,1.5962596,3.6097949,1148.0
1560732,Maria Adelaide Barbaresco,0,722,2200,4.3,501,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201414,4.516188,,3.4799845,1.2309568,3.9611266,13.0
1563086,Gran Buig Priorat,0,463,26509,4.6,125,https://www.labuenavida.be/spaanse-wijn/mas-d-en-gil/gran-buig/3620,3.7094045,,4.414107,1.3689655,3.4454544,6.0
1565472,123 Brunello di Montalcino Riserva,0,1796,3876,4.4,525,https://www.seulementproduitsitaliens.be/vino/solaria-patrizia-cencioni/11698-solaria-patrizia-cencioni-123-brunello-di-montalcino-riserva.html?codice=PLG257-2017,3.8688908,,3.3522928,1.4223372,3.6491272,33.0
1572123,Faith,0,533,4111,4.5,1048,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/beyerskloof/29966-beyerskloof-faith.html?codice=AFW022,2.907444,,4.7907634,1.484391,3.4755833,16.0
1579011,Ice Wine de Purcari,0,1124,9534,4.5,722,https://tezauro.myshopify.com/products/ice-wine-de-purcari,,,,,,
1587376,Amarone della Valpolicella,0,1804,11880,4.3,4014,https://www.wereldwijnonline.be/torre-dorti-valpolicella-ripasso-superior-83298401.html,2.4074614,,4.7184863,3.1891263,2.5058675,139.0
1591090,Sed de Caná,0,405,53529,4.5,345,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/jaro/25497-jaro-sed-de-cana.html?codice=PLG1145,3.3869867,,3.8485668,1.9559445,3.6385832,34.0
1591125,Preta Cuvée David Booth Grande Reserva,0,1395,21586,4.3,1507,https://www.heerlyckheid.be/product/fitapreta-alentejo-preta-cuvee-david-booth-2019-red/,3.1055214,,4.2277393,2.1380146,3.1083326,199.0
1591414,Sassella Nuova Regina Riserva,0,1836,6897,4.3,987,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20ARSRR09M,4.478054,,3.7077465,1.4810333,4.258797,49.0
1598758,Bâtard-Montrachet Grand Cru,0,3036,1270,4.6,1191,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50RABM08M,3.1919923,,3.8556628,1.9112995,,94.0
1600556,Nuits-Saint-Georges 1er Cru 'Aux Thorey',0,3974,1709,4.4,543,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50SCNSGT19B,4.1987147,,2.950682,1.7095836,2.585558,54.0
1604635,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,1489,4.3,10699,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60PMA00B,3.4400706,,4.245782,1.7565886,3.5354245,627.0
1605285,Pessac-Léognan (Grand Cru Classé de Graves),0,471,13146,4.5,15975,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chateau-la-mission-haut-brion/26208-chateau-la-mission-haut-brion-pessac-leognan-(grand-cru-classe-de-graves).html?codice=PLG1275-2017,4.194294,,4.1819034,1.7193894,4.232646,480.0
1606096,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,0,409,35755,4.6,43,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/walczak-pascal/29938-walczak-pascal-les-riceys-cuvee-cyries-brut-millesime-champagne.html?codice=ZPP801,4.4221816,5.0,4.5,,,1.0
1606612,Cuvée Kermesse Rosso,0,661,4208,4.2,1153,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203651,2.518945,,3.7578402,2.133003,3.090991,120.0
1607729,Chevalier-Montrachet Grand Cru Blanc,0,3037,7601,4.4,1283,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BOCM18B,3.2550032,,3.7290823,1.9129902,,95.0
1611059,Chambertin Grand Cru,0,2201,7658,4.4,354,https://www.wijnig.nl/domaine-jacques-prieur-chambertin-grand-cru-2016.html,4.2148833,,3.1673555,1.3646986,2.5801356,30.0
1611255,Cabernet Sauvignon,0,105,14919,4.8,2941,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80RUSC15B,3.304091,,4.7008004,1.7583516,3.3939934,295.0
1612345,Le Montrachet Grand Cru,0,3041,41902,4.5,30,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1101586,3.2368422,,3.5412283,2.1412282,,2.0
1612787,Brunello di Montalcino Riserva Pian di Conte,0,1796,3962,4.3,1118,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2001544,3.8143263,,3.1729355,1.8333937,3.500469,67.0
